"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.00045021645021645,0.000346320346320346,0.000138528138528139,0,0,0,0,0,0
0.000623376623376623,0.000519480519480519,0.000103896103896104,0,0,0,0,0,0
0.000554112554112554,0.000623376623376623,0.000277056277056277,0,0,0,0,0,0
0.000380952380952381,0.000380952380952381,0.000658008658008658,0,0,0,0,0,0
0.000277056277056277,0.000311688311688312,0.000415584415584416,0,0,0,0,0,0
0.000554112554112554,0.000380952380952381,0.000138528138528139,0,0,0,0,0,0
0.000519480519480519,0.000554112554112554,0.000658008658008658,0,0,0,0,0,0
0.000277056277056277,0.000519480519480519,0.00045021645021645,0,0,0,0,0,0
0.000796536796536797,0.000519480519480519,0.000658008658008658,3.46320346320346e-05,0,0,0,0,0
0.000692640692640693,0.000761904761904762,0.000346320346320346,3.46320346320346e-05,0,0,0,0,0
0.000484848484848485,0.00045021645021645,0.000727272727272727,6.92640692640693e-05,0,0,0,0,0
0.000658008658008658,0.000519480519480519,0.000623376623376623,3.46320346320346e-05,0,0,0,0,0
0.000554112554112554,0.000658008658008658,0.000346320346320346,0.000138528138528139,0,0,0,0,0
0.000727272727272727,0.000831168831168831,0.000692640692640693,0.00045021645021645,0,0,0,0,0
0.000588744588744589,0.000623376623376623,0.000727272727272727,0.000277056277056277,0,0,0,0,0
0.000554112554112554,0.000554112554112554,0.000588744588744589,0.000484848484848485,0,0,0,0,0
0.000865800865800866,0.000796536796536797,0.000380952380952381,0.000519480519480519,0,0,0,0,0
0.000380952380952381,0.00045021645021645,0.000519480519480519,0.000415584415584416,0,0,0,0,0
0.000761904761904762,0.000588744588744589,0.000865800865800866,0.000519480519480519,0,0,0,0,0
0.000796536796536797,0.000796536796536797,0.000761904761904762,0.000658008658008658,0,0,0,0,0
0.000554112554112554,0.000658008658008658,0.000519480519480519,0.000415584415584416,0,0,0,0,0
0.000623376623376623,0.000727272727272727,0.0009004329004329,0.000554112554112554,0,0,0,0,0
0.000311688311688312,0.000311688311688312,0.000658008658008658,0.000519480519480519,0,0,0,0,0
0.00107359307359307,0.000831168831168831,0.000415584415584416,0.000761904761904762,0,0,0,0,0
0.000831168831168831,0.00110822510822511,0.000796536796536797,0.000519480519480519,0,0,0,0,0
0.000519480519480519,0.000484848484848485,0.000865800865800866,0.0009004329004329,0,0,0,0,0
0.00045021645021645,0.00045021645021645,0.000623376623376623,0.000831168831168831,0,0,0,0,0
0.000380952380952381,0.000415584415584416,0.000484848484848485,0.000692640692640693,0,0,0,0,0
0.00045021645021645,0.000415584415584416,0.000554112554112554,0.000865800865800866,0,0,0,0,0
0.000554112554112554,0.000554112554112554,0.00045021645021645,0.000380952380952381,0,0,0,0,0
0.000761904761904762,0.000761904761904762,0.000519480519480519,0.000658008658008658,0,0,0,0,0
0.000346320346320346,0.000415584415584416,0.000658008658008658,0.000623376623376623,0,0,0,0,0
0.000727272727272727,0.000484848484848485,0.00045021645021645,0.001004329004329,0,0,0,0,0
0.000415584415584416,0.000623376623376623,0.000623376623376623,0.000623376623376623,0,0,0,0,0
0.0009004329004329,0.000761904761904762,0.000727272727272727,0.000588744588744589,0,0,0,0,0
0.00045021645021645,0.000554112554112554,0.000658008658008658,0.001004329004329,0,0,0,0,0
0.000588744588744589,0.000588744588744589,0.000484848484848485,0.000519480519480519,0,0,0,0,0
