"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.000273331314800406,0.000214549235280203,3.93295536785875e-05,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000274364977588252,0.000268282026673426,0.000116606183024305,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000264577512300112,0.000261090105386734,0.000188133752339122,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000249559561135251,0.000251046868773888,0.000220814877445556,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000263496298846893,0.000266550562406958,0.000244912773927613,5.95403104339224e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000265602274362865,0.000257727304857392,0.000256705110775205,4.70854838042561e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000262272101768131,0.000273364332802733,0.000258616701524339,2.09693394534754e-06,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000266747585495654,0.000261326933399492,0.000261392619973869,9.44425739356575e-06,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000271959243945512,0.000273308114619566,0.000281182773673189,2.00118870218993e-05,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000258959415124763,0.000262766750954539,0.000279173076473477,3.70302112016578e-05,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000273950629316224,0.000268696534045567,0.000259282153480264,3.87115660837207e-05,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000293116745529945,0.000294043543533018,0.000287728867316841,7.60498669563331e-05,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000267219704209884,0.000262657176211664,0.000279947327411494,0.000115861434974393,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.00027483707146103,0.000275018694906233,0.000270439529562216,0.000150201853868969,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000283116858559679,0.00029298952696646,0.000264308034603008,0.000157501375256855,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000277867958082404,0.000278567164041738,0.000306700048076041,0.00019952716772581,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000260644886178709,0.000263279142564749,0.000269182662134396,0.000245153690351697,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000289575106811914,0.000280944873173709,0.000282222307857729,0.00025601386844585,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000269433671302404,0.00026800691059725,0.000278309245387832,0.000235008066084385,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000278960835035294,0.00028869395401764,0.000265855776910323,0.000263653517756179,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000302269427329465,0.000295948150217095,0.000291861881473005,0.00026601021821339,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000288334484484165,0.000286520814610384,0.000285973329758728,0.000291913578899102,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000275103458801849,0.000280873046240276,0.000285528148009523,0.000272914908840271,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000281460056887083,0.000277072273499205,0.000286126376810747,0.000274102764452076,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000298348035305995,0.000295976506459827,0.000282021674317699,0.000318914657671537,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000279424265899997,0.000276647937203706,0.000277745280702813,0.000291171424035134,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000277182153117155,0.000287734001836652,0.000284115668421479,0.000321044836016008,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000323312489537271,0.000310535195455113,0.000305149677968619,0.000286664227544964,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
0.000276041305665465,0.000289410136743382,0.00029983507443024,0.000295655365037233,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07,1.58310958560807e-07
