"V1","V2","V3","V4","V5","V6","V7","V8","V9"
15.5501954351876,12.2329547124302,2.25472468985489,0.001,0.001,0.001,0.001,0.001,0.001
15.7644522723106,15.3475461262924,6.67027830495772,0.001,0.001,0.001,0.001,0.001,0.001
15.1548751682322,14.9746960802482,10.723744244025,0.001,0.001,0.001,0.001,0.001,0.001
14.2357557644202,14.332700133566,12.6460912579495,0.001,0.001,0.001,0.001,0.001,0.001
15.0180132912448,15.1898668111312,13.9572866750621,0.0260581426066679,0.001,0.001,0.001,0.001,0.001
15.1353202514082,14.6770403396709,14.6652529113519,0.0191779267707703,0.001,0.001,0.001,0.001,0.001
14.9379948958383,15.5892164607603,14.7597712732418,0.106599717276157,0.001,0.001,0.001,0.001,0.001
15.1718304771515,14.8305714455996,14.9200584577273,0.539444378116312,0.001,0.001,0.001,0.001,0.001
15.4180642642158,15.5251022032044,16.0224005000174,1.13302357877047,0.001,0.001,0.001,0.001,0.001
14.7383921197857,14.9775118542579,15.8800300646964,2.12733846380732,0.001,0.001,0.001,0.001,0.001
15.5691647527585,15.2879062931837,14.7537088126642,2.20774568894394,0.001,0.001,0.001,0.001,0.001
16.6483994742778,16.6549509400709,16.290360726581,4.36972489808918,0.001,0.001,0.001,0.001,0.001
15.1847526691816,14.9418636875657,15.8751450082202,6.61051368376746,0.001,0.001,0.001,0.001,0.001
15.6675429561003,15.6886271552934,15.4250813365953,8.5252849280612,0.001,0.001,0.001,0.001,0.001
16.1130852899527,16.6386706456431,15.0431504493112,8.99123283835817,0.001,0.001,0.001,0.001,0.001
15.8249234035101,15.8451789860243,17.4034932517521,11.3654731945563,0.001,0.001,0.001,0.001,0.001
14.8804323396163,15.0616678017817,15.3504009155259,13.9607124876159,0.001,0.001,0.001,0.001,0.001
16.529635641387,16.0532393082537,16.1315751732619,14.6241339676727,0.001,0.001,0.001,0.001,0.001
15.3588049157197,15.3113238746331,15.8381307339974,13.3878268890398,0.001,0.001,0.001,0.001,0.001
15.8201090182807,16.3463191825869,15.196851624203,14.9988557521126,0.001,0.001,0.001,0.001,0.001
17.2997339568064,16.913992147357,16.6128732635771,15.1425465164186,0.001,0.001,0.001,0.001,0.001
16.4267140664277,16.3127270974684,16.2423453899841,16.7015628206565,0.001,0.001,0.001,0.001,0.001
15.566391015421,15.9138513412285,16.3145627414905,15.4414840496545,0.001,0.001,0.001,0.001,0.001
16.0923840314004,15.8357693323496,16.2334953050785,15.5603209239452,0.001,0.001,0.001,0.001,0.001
17.0466897577939,16.9111006209153,16.0934488841009,18.1137688698991,0.001,0.001,0.001,0.001,0.001
15.8880596306074,15.7162774529071,15.8521107952121,16.6367275243713,0.001,0.001,0.001,0.001,0.001
15.732943026971,16.3465117597574,16.218293290652,18.2410516483425,0.001,0.001,0.001,0.001,0.001
18.4042364710441,17.7120450717082,17.3124546540215,16.3085971000948,0.001,0.001,0.001,0.001,0.001
15.7094976702743,16.4711325563088,17.0235293685475,16.8465956228517,0.001,0.001,0.001,0.001,0.001
17.1783795823528,16.9736909291165,17.8837505954804,16.0890959676181,0.001,0.001,0.001,0.001,0.001
16.3752251517451,16.3109135726746,16.4946594803516,16.5893374728599,0.001,0.001,0.001,0.001,0.001
18.5749725354798,18.6166563020111,17.7680240734864,17.2853273120525,0.001,0.001,0.001,0.001,0.001
17.7377956012403,17.4035678110446,17.0072207763452,17.6134256759318,0.001,0.001,0.001,0.001,0.001
17.1222218578273,17.4972563014615,17.8909970116038,16.7045573065678,0.001,0.001,0.001,0.001,0.001
17.4838838759825,17.0740238807209,18.3707003489286,17.8592201410227,0.001,0.001,0.001,0.001,0.001
17.3746109390162,17.3669025393875,17.7285950997344,19.269942701258,0.001,0.001,0.001,0.001,0.001
