"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","4","3","1","6","1","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"2","1","3","1","2","1","1","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"3","1","2","6","2","3","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"4","1","2","6","7","1","4","7","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"5","5","2","5","2","5","5","5","4","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"6","5","3","4","2","1","6","5","4","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"7","5","3","1","5","5","4","7","10","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"8","1","2","3","2","1","2","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"9","1","5","3","6","6","6","4","10","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"10","1","2","3","6","1","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"11","1","5","2","4","4","2","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"12","1","4","1","4","4","8","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"13","1","3","3","4","5","4","5","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"14","1","2","5","4","1","7","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"15","1","3","4","6","5","2","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"16","4","6","1","2","1","6","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"17","4","3","2","2","5","8","4","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"18","1","1","3","4","1","2","4","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"19","1","4","6","4","3","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"20","1","5","5","3","5","6","3","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"21","5","5","1","2","1","5","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"22","1","4","5","7","4","5","4","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"23","2","3","1","8","1","2","7","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"24","1","2","3","5","1","4","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
