"V1","V2","V3","V4","V5","V6","V7","V8"
51,49,23,0,0,0,0,0
75,74,63,0,0,0,0,0
51,48,61,0,0,0,0,0
67,69,64,1,0,0,0,0
68,67,69,37,0,0,0,0
74,75,76,67,0,0,0,0
66,63,65,82,0,0,0,0
96,95,79,82,0,0,0,0
78,81,98,92,0,0,0,0
103,105,91,91,0,0,0,0
103,103,104,116,0,0,0,0
119,114,124,110,0,0,0,0
141,145,141,146,0,0,0,0
151,153,161,155,1,0,0,0
173,174,167,199,62,0,0,0
224,223,224,203,221,0,0,0
283,280,277,300,308,0,0,0
393,396,405,394,420,0,0,0
738,736,735,706,755,7,0,0
2589,2593,2616,2862,3876,5636,5643,5643
160700,160700,160700,160700,160700,160700,160700,160700
