"V1","V2","V3","V4","V5","V6","V7","V8"
52,52,35,0,0,0,0,0
44,41,36,0,0,0,0,0
66,67,56,0,0,0,0,0
52,51,60,4,0,0,0,0
83,79,75,46,0,0,0,0
74,78,79,66,0,0,0,0
69,70,72,69,0,0,0,0
97,96,80,86,0,0,0,0
80,81,96,94,0,0,0,0
97,96,98,93,0,0,0,0
106,107,107,107,0,0,0,0
115,113,112,128,0,0,0,0
131,134,133,122,0,0,0,0
158,156,158,158,1,0,0,0
194,191,189,188,45,0,0,0
233,239,240,238,206,0,0,0
306,306,300,305,306,0,0,0
393,392,399,413,431,0,0,0
792,788,783,758,777,4,0,0
2574,2579,2608,2841,3950,5712,5716,5716
160627,160627,160627,160627,160627,160627,160627,160627
