"V1","V2","V3","V4","V5","V6","V7","V8"
52,46,27,0,0,0,0,0
45,49,48,0,0,0,0,0
43,45,43,0,0,0,0,0
66,63,57,5,0,0,0,0
68,64,58,21,0,0,0,0
64,70,82,56,0,0,0,0
75,73,71,62,0,0,0,0
82,82,75,78,0,0,0,0
97,99,97,89,0,0,0,0
93,91,87,95,0,0,0,0
96,96,100,126,0,0,0,0
112,115,120,114,0,0,0,0
137,135,133,121,0,0,0,0
132,132,134,162,2,0,0,0
186,184,187,170,41,0,0,0
229,231,229,220,182,0,0,0
284,282,287,293,312,0,0,0
441,444,441,411,397,0,0,0
722,721,720,751,750,1,0,0
2626,2628,2654,2876,3966,5649,5650,5650
160693,160693,160693,160693,160693,160693,160693,160693
