"V1","V2","V3","V4","V5","V6","V7","V8"
51,49,23,0,0,0,0,0
62,62,54,0,0,0,0,0
64,62,59,0,0,0,0,0
48,50,61,3,0,0,0,0
55,55,54,21,0,0,0,0
58,59,61,62,0,0,0,0
72,70,64,79,0,0,0,0
74,74,70,67,0,0,0,0
70,73,85,77,0,0,0,0
98,95,87,88,0,0,0,0
100,102,108,106,0,0,0,0
101,100,98,97,0,0,0,0
143,141,134,136,0,0,0,0
148,148,147,148,0,0,0,0
187,188,198,166,39,0,0,0
224,225,228,243,185,0,0,0
292,290,286,315,263,0,0,0
434,438,444,413,414,0,0,0
778,776,768,754,773,2,0,0
2556,2558,2586,2840,3941,5613,5615,5615
160728,160728,160728,160728,160728,160728,160728,160728
