"V1","V2","V3","V4","V5","V6","V7","V8"
53,50,24,0,0,0,0,0
60,58,58,0,0,0,0,0
54,52,54,0,0,0,0,0
59,61,56,1,0,0,0,0
60,60,68,34,0,0,0,0
64,65,54,62,0,0,0,0
70,72,83,68,0,0,0,0
69,66,62,81,0,0,0,0
85,87,84,83,0,0,0,0
84,85,93,94,0,0,0,0
126,125,109,97,0,0,0,0
124,125,139,117,0,0,0,0
126,126,129,139,0,0,0,0
138,138,131,163,1,0,0,0
184,185,187,167,36,0,0,0
223,223,214,206,196,0,0,0
266,263,274,303,292,0,0,0
406,405,399,380,437,0,0,0
720,724,730,728,740,2,0,0
2571,2572,2594,2819,3840,5540,5542,5542
160801,160801,160801,160801,160801,160801,160801,160801
