"V1","V2","V3","V4","V5","V6","V7","V8"
50,48,26,0,0,0,0,0
54,52,45,0,0,0,0,0
59,59,49,0,0,0,0,0
73,74,79,2,0,0,0,0
66,66,68,27,0,0,0,0
78,77,72,52,0,0,0,0
70,71,76,79,0,0,0,0
72,70,68,83,0,0,0,0
90,92,106,98,0,0,0,0
90,87,89,91,0,0,0,0
114,115,104,107,0,0,0,0
141,141,142,125,0,0,0,0
118,119,125,150,0,0,0,0
143,140,135,162,0,0,0,0
180,184,186,163,28,0,0,0
220,222,232,225,194,0,0,0
272,271,262,295,314,0,0,0
439,438,439,413,448,0,0,0
716,718,710,731,751,3,0,0
2558,2559,2590,2800,3868,5600,5603,5603
160740,160740,160740,160740,160740,160740,160740,160740
