"V1","V2","V3","V4","V5","V6","V7","V8"
55,53,23,0,0,0,0,0
60,62,59,0,0,0,0,0
51,48,68,0,0,0,0,0
65,68,57,3,0,0,0,0
54,51,57,30,0,0,0,0
69,67,61,69,0,0,0,0
64,69,70,79,0,0,0,0
80,78,75,74,0,0,0,0
86,86,87,82,0,0,0,0
88,89,92,88,0,0,0,0
111,110,98,115,0,0,0,0
103,100,117,98,0,0,0,0
135,138,128,134,0,0,0,0
145,146,153,142,1,0,0,0
178,179,178,184,40,0,0,0
221,219,217,221,197,0,0,0
284,284,283,279,290,0,0,0
420,417,417,428,404,0,0,0
676,677,677,706,762,0,0,0
2693,2697,2721,2906,3944,5638,5638,5638
160705,160705,160705,160705,160705,160705,160705,160705
