"V1","V2","V3","V4","V5","V6","V7","V8"
53,50,23,0,0,0,0,0
53,54,59,0,0,0,0,0
53,53,53,0,0,0,0,0
57,56,59,4,0,0,0,0
63,65,59,28,0,0,0,0
75,72,72,68,0,0,0,0
73,75,72,81,0,0,0,0
75,76,80,64,0,0,0,0
96,93,89,93,0,0,0,0
88,92,98,94,0,0,0,0
104,102,102,106,0,0,0,0
115,117,114,117,0,0,0,0
114,112,120,140,0,0,0,0
147,146,136,151,1,0,0,0
174,173,185,150,39,0,0,0
258,257,240,215,202,0,0,0
267,271,278,316,301,0,0,0
452,450,455,431,389,0,0,0
763,761,757,763,776,1,0,0
2507,2512,2536,2766,3879,5586,5587,5587
160756,160756,160756,160756,160756,160756,160756,160756
