"V1","V2","V3","V4","V5","V6","V7","V8"
65,64,33,0,0,0,0,0
37,38,45,0,0,0,0,0
49,48,49,0,0,0,0,0
78,75,63,2,0,0,0,0
60,63,73,28,0,0,0,0
67,64,63,59,0,0,0,0
63,64,66,58,0,0,0,0
79,79,69,93,0,0,0,0
88,89,102,87,0,0,0,0
88,89,87,88,0,0,0,0
91,91,93,116,0,0,0,0
126,127,117,107,0,0,0,0
139,135,137,113,0,0,0,0
171,174,183,156,0,0,0,0
173,172,169,211,39,0,0,0
205,205,203,226,216,0,0,0
288,288,289,275,267,0,0,0
396,395,395,409,416,0,0,0
753,756,767,765,770,6,0,0
2606,2606,2619,2829,3914,5616,5622,5622
160721,160721,160721,160721,160721,160721,160721,160721
