"","10","2","6","11","3","1","8","2","11","8","11","12","13","14","15","16","18","18","19","19","19","20","20","21","21","22","23"
"1",10,2,6,11,3,1,8,2,11,8,11,12,13,14,15,16,18,18,19,19,19,20,20,21,21,22,23
"2",8,10,3,8,4,6,2,8,11,8,4,12,13,14,15,16,17,18,19,19,19,20,20,20,21,21,22
"3",1,9,6,5,3,3,8,4,4,8,11,12,11,14,15,16,18,19,19,19,19,20,20,20,20,21,23
"4",2,3,4,8,3,12,11,1,2,11,11,11,13,14,15,16,17,19,19,19,19,20,20,21,21,21,22
"5",2,6,8,9,5,6,2,6,9,8,11,12,13,14,15,16,17,17,19,19,19,19,20,20,20,22,22
"6",1,6,3,3,2,11,8,11,11,10,11,12,13,14,15,16,17,19,19,19,19,19,20,20,21,21,21
"7",10,6,1,6,1,3,4,11,4,10,12,12,13,14,15,16,17,19,19,19,19,20,20,20,21,22,23
"8",4,1,10,4,2,11,4,9,3,6,12,12,13,14,15,16,17,19,19,19,19,19,20,20,20,21,22
"9",4,9,7,4,3,7,1,11,11,4,8,11,13,14,15,16,17,19,19,19,19,19,20,21,21,22,21
"10",11,9,4,11,4,4,2,6,11,5,11,12,13,13,15,16,17,19,19,19,19,20,20,20,21,21,23
"11",6,2,2,11,9,10,11,6,4,11,11,13,13,14,15,16,17,19,19,19,19,19,20,20,21,27,22
"12",11,1,5,4,10,8,11,6,1,10,10,12,13,14,15,16,17,18,19,19,19,19,20,20,21,21,23
"13",3,8,6,11,2,5,10,4,10,11,11,12,13,14,15,16,17,19,19,19,19,19,20,20,20,21,21
"14",1,1,1,10,10,3,5,2,11,1,10,11,14,14,15,16,17,19,19,19,19,20,20,20,21,22,22
"15",8,6,6,9,2,6,4,6,10,3,12,12,13,14,15,16,18,19,19,19,19,19,20,20,21,21,22
"16",10,10,10,8,9,2,10,9,12,11,11,11,13,14,15,16,17,19,19,19,19,19,20,20,20,21,21
"17",4,1,1,11,3,6,1,6,10,5,12,12,13,14,15,16,17,19,19,19,19,19,20,20,21,21,22
"18",3,2,4,6,3,2,4,2,11,4,11,12,13,14,15,16,17,19,19,19,19,19,20,20,21,21,23
"19",1,4,10,6,1,10,6,6,2,10,11,12,12,14,15,16,17,19,19,19,19,19,20,20,21,22,22
"20",4,9,6,4,4,8,9,4,10,4,10,8,13,14,15,16,17,19,19,19,19,20,20,20,21,21,27
"21",1,10,10,11,4,2,2,2,3,11,12,12,12,14,15,16,17,18,19,19,19,19,20,20,21,22,22
"22",3,1,8,10,9,6,8,1,11,4,10,12,13,14,15,16,17,18,19,19,19,20,20,20,21,23,22
