"","2","2","1","4","2","7","1","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"1",2,2,1,4,2,7,1,7,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"2",2,2,2,1,3,5,7,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"3",5,1,1,5,6,7,1,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"4",2,6,2,7,5,1,1,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"5",4,1,1,1,2,6,7,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"6",3,2,2,6,7,5,5,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"7",2,2,2,1,1,7,2,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"8",5,2,2,1,5,5,4,5,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"9",2,1,2,5,5,3,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"10",3,2,1,4,1,7,5,7,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"11",7,1,1,4,2,5,5,6,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"12",5,2,1,2,7,7,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"13",2,2,1,5,1,6,4,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"14",4,1,2,5,3,7,1,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"15",4,2,1,4,1,3,7,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"16",2,6,1,2,5,5,4,7,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"17",5,2,2,1,7,7,4,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"18",1,2,1,1,5,7,1,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"19",4,2,2,4,5,5,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"20",3,2,2,4,2,7,6,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"21",2,1,1,2,2,3,6,1,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"22",2,1,1,4,1,1,4,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"23",5,6,1,2,5,7,4,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"24",1,1,1,2,1,4,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"25",2,2,1,4,1,6,5,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"26",2,1,2,1,1,7,5,7,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"27",2,2,2,2,1,1,5,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"28",3,3,1,7,5,5,4,7,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"29",3,2,1,4,5,5,1,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"30",4,2,1,5,5,5,1,5,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"31",5,2,1,7,5,6,3,5,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"32",2,1,2,2,2,7,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"33",4,6,1,5,1,1,5,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"34",1,6,1,6,1,7,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"35",5,3,1,4,2,5,1,7,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"36",5,2,2,4,1,5,2,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"37",2,2,1,4,2,3,2,5,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"38",2,2,2,2,7,6,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"39",2,2,2,2,1,3,4,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"40",3,2,1,5,1,5,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"41",2,1,1,4,2,5,4,9,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"42",2,2,1,1,2,7,5,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
