"","8","6","2","4","7","7","9","9","10","10","11","12","13","14","15","16","17","18","19","20","20","20","20","20","20","20","20"
"1",8,6,2,4,7,7,9,9,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"2",6,2,9,1,7,7,4,3,10,11,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"3",3,6,2,9,7,4,6,9,10,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"4",6,5,1,8,6,6,8,1,10,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"5",9,6,2,6,6,7,4,3,9,9,12,11,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"6",9,6,6,9,7,4,1,9,9,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"7",9,7,2,5,7,7,7,3,8,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"8",3,3,7,4,3,2,9,5,2,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"9",4,4,4,4,5,4,6,3,8,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"10",2,2,1,3,7,1,2,9,9,3,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"11",9,3,6,3,2,6,8,6,7,9,12,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"12",2,7,5,5,1,6,7,2,5,3,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"13",8,2,6,4,9,4,2,5,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"14",2,2,7,9,5,5,1,7,9,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"15",2,10,4,7,7,7,7,1,3,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"16",4,1,1,4,3,7,2,10,10,11,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"17",7,6,3,4,3,1,1,2,4,10,11,12,13,14,15,16,17,18,19,19,20,20,20,20,20,20,20
"18",3,2,4,5,5,4,4,4,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"19",4,7,4,1,6,6,4,1,1,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"20",8,2,3,6,7,9,7,9,3,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"21",3,6,8,10,7,4,4,6,8,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"22",9,6,2,4,6,9,5,5,10,11,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"23",6,7,2,5,2,8,6,3,9,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"24",3,4,6,9,5,1,3,5,9,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"25",8,7,3,6,7,4,6,4,9,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"26",8,1,1,6,7,6,6,7,9,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"27",7,5,5,6,9,2,1,5,10,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"28",1,1,1,2,6,3,6,6,10,10,12,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"29",5,4,2,2,5,4,10,6,9,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"30",9,5,8,6,8,1,4,1,10,9,10,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"31",3,6,5,5,1,2,9,7,3,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"32",3,6,6,5,4,7,1,9,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"33",2,1,2,7,5,5,6,8,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"34",2,1,2,7,4,5,3,9,5,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"35",5,6,3,9,2,8,4,1,8,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"36",7,2,3,7,4,6,2,10,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"37",2,3,2,2,7,1,6,9,4,4,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"38",9,5,2,1,7,9,4,8,10,11,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"39",8,4,1,4,3,1,6,6,10,2,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"40",4,8,4,4,6,4,7,1,10,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"41",2,9,6,6,9,2,9,3,10,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"42",2,2,7,3,7,9,3,9,9,9,10,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"43",7,1,1,5,4,1,6,9,9,10,10,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"44",8,7,2,2,1,6,2,8,9,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"45",6,4,5,9,6,2,3,9,4,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"46",3,6,1,6,6,9,6,5,7,10,10,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"47",2,2,1,5,6,8,6,7,9,7,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"48",6,3,1,1,2,3,2,2,9,8,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,20
"49",5,6,2,2,9,7,3,7,10,10,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
"50",4,4,1,6,5,4,1,5,5,9,11,12,13,14,15,16,17,18,19,20,20,20,20,20,20,20,21
