"V1","V2","V3","V4","V5","V6","V7","V8"
8e-05,8e-05,5e-05,0,0,0,0,0
9e-05,9e-05,6e-05,0,0,0,0,0
6.5e-05,6.5e-05,7.5e-05,0,0,0,0,0
7e-05,7e-05,8e-05,5e-06,0,0,0,0
9.5e-05,9e-05,7.5e-05,4.5e-05,0,0,0,0
7.5e-05,8e-05,1e-04,9e-05,0,0,0,0
7e-05,6.5e-05,7e-05,9.5e-05,0,0,0,0
8.5e-05,9e-05,9.5e-05,0.000115,0,0,0,0
9e-05,9e-05,9e-05,0.00011,0,0,0,0
0.000145,0.000135,1e-04,0.000105,0,0,0,0
1e-04,0.00011,0.000145,9e-05,0,0,0,0
0.00013,0.00013,0.000115,0.000155,0,0,0,0
0.00013,0.00013,0.00015,0.00017,0,0,0,0
0.00022,0.000215,0.00021,0.00016,5e-06,0,0,0
0.00023,0.00023,0.00022,0.00021,0.00011,0,0,0
0.000245,0.00025,0.000245,0.000305,0.000285,0,0,0
0.000255,0.00025,0.00028,3e-04,0.00033,0,0,0
0.00041,0.000415,4e-04,4e-04,0.000495,0,0,0
0.000905,0.000905,0.000905,0.00088,0.00082,0.00041,0,0
0.00248,0.00248,0.002505,0.002735,0.003925,0.00556,0.00597,0.00597
0.99403,0.99403,0.99403,0.99403,0.99403,0.99403,0.99403,0.99403
