"V1","V2","V3","V4","V5","V6","V7","V8"
7e-05,6e-05,2e-05,0,0,0,0,0
5.5e-05,5.5e-05,6.5e-05,0,0,0,0,0
5e-05,5e-05,6e-05,0,0,0,0,0
0.000105,0.00011,9e-05,0,0,0,0,0
9e-05,9.5e-05,9e-05,4e-05,0,0,0,0
9.5e-05,8.5e-05,1e-04,6.5e-05,0,0,0,0
0.000105,0.00011,9e-05,9.5e-05,0,0,0,0
0.000105,0.00011,0.00012,9.5e-05,0,0,0,0
9e-05,8.5e-05,0.000115,0.00013,0,0,0,0
9e-05,9e-05,8e-05,0.000165,0,0,0,0
0.00011,0.00011,0.000105,0.00012,0,0,0,0
0.000185,0.000185,0.000165,0.000125,0,0,0,0
0.00012,0.000125,0.00015,0.000135,0,0,0,0
0.000195,0.00019,0.00017,0.000175,0,0,0,0
0.000225,0.000225,0.000235,0.000205,7.5e-05,0,0,0
0.00023,0.00023,0.000225,0.000285,0.00029,0,0,0
0.00035,0.000355,0.00035,0.00033,0.00041,0,0,0
0.00059,0.00059,0.000605,0.000495,0.00045,0,0,0
0.000895,0.000895,0.00088,0.00098,0.00089,3e-04,0,0
0.00239,0.00239,0.00243,0.002705,0.00403,0.005845,0.006145,0.006145
0.993855,0.993855,0.993855,0.993855,0.993855,0.993855,0.993855,0.993855
