"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5.37917910344617e-07,5.02077647405506e-07,4.27764017789366e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",5.2962474685493e-07,5.38116195390152e-07,5.57943026774974e-07,1.35111588996685e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",5.14777816494233e-07,4.98727946604424e-07,4.6093449841008e-07,4.71537488031364e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",6.45903737992859e-07,6.77850276062851e-07,6.85015126059919e-07,6.08048913612401e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",6.84779678393825e-07,6.6525833798018e-07,6.41172504848352e-07,6.37522330595426e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",6.77980765296094e-07,6.6596639164633e-07,6.70044053428443e-07,7.12556226751548e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",8.58520379254431e-07,8.81057164280049e-07,9.07393143906522e-07,7.70100937163157e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",8.31398143184073e-07,8.34894543459199e-07,8.51246249589536e-07,8.89115771878156e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",8.49966817835818e-07,8.43431981878024e-07,8.3841108382707e-07,9.57344101435271e-07,9.24206977899685e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",9.9068156311127e-07,9.82218735023792e-07,9.68380763790863e-07,9.01267403770382e-07,9.07889439411086e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",1.1383249497807e-06,1.14738774316885e-06,1.15038230240092e-06,1.08832300841848e-06,6.87635940768185e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",1.38561471497731e-06,1.3890360045467e-06,1.34151463925663e-06,1.32309198335999e-06,1.21525368939689e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",1.44515617060416e-06,1.439107750298e-06,1.45510337574943e-06,1.44897308321021e-06,1.3904820292773e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",1.87435812225293e-06,1.88297580554236e-06,1.88365267067554e-06,1.8372864013338e-06,1.64983021696218e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",2.35625048367077e-06,2.35635949647761e-06,2.33559946946114e-06,2.25867514951025e-06,1.95356661052883e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",3.06100164436917e-06,3.05152207284556e-06,3.05563913788318e-06,3.08410852551993e-06,2.35231577538947e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",4.70995477800079e-06,4.70422946384998e-06,4.67879271138755e-06,4.20663945399074e-06,3.40460618719912e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",9.61592303052223e-06,9.62190507481556e-06,9.4717559714703e-06,8.95335687632925e-06,5.87646817053651e-06,1.62274354398438e-07,7.38003785369016e-09,7.38003785369016e-09
"19",3.22578640381707e-05,3.22176199092963e-05,3.20561883174302e-05,2.92832860281764e-05,1.52202808331309e-05,6.94060777246167e-06,7.38003785369016e-09,7.38003785369016e-09
"20",0.000296969195917913,0.000297035452868452,0.000297498262344884,0.000302361470099087,0.000328025684639285,0.000354706852638651,0.000361794974689804,0.000361794974689804
"21",0.99963820502531,0.99963820502531,0.99963820502531,0.99963820502531,0.99963820502531,0.99963820502531,0.99963820502531,0.99963820502531
