"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1.05012442428061e-08,1.03473443608376e-08,9.91903358145307e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",1.12081381728336e-08,1.09558632883831e-08,1.10309343459517e-08,8.04263702504162e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",1.06422204058191e-08,1.08826823896114e-08,1.01960320395235e-08,1.05744654651361e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",1.23037936904004e-08,1.23995550687581e-08,1.25703992646618e-08,1.14653683686855e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",1.33667868462734e-08,1.31023109011868e-08,1.20294958872526e-08,1.12901706758819e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",1.25699354330534e-08,1.24318437425654e-08,1.38972839118309e-08,1.25639095276221e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",1.47096447811917e-08,1.48040077178715e-08,1.4714345805659e-08,1.47583762621563e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",1.28390363166928e-08,1.31038710696002e-08,1.34391180494002e-08,1.35688475029018e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",1.4035000332042e-08,1.40152546505751e-08,1.39531473685122e-08,1.55563199298675e-08,7.38336757573875e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",1.40440235811194e-08,1.39781069047189e-08,1.38483932426456e-08,1.3560040888486e-08,7.90688060915758e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",1.69430992324251e-08,1.65955505548762e-08,1.62223873286706e-08,1.4828857919849e-08,1.1954725170923e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",2.0295731483114e-08,2.07200974844341e-08,2.0341605195772e-08,1.88695942609333e-08,1.58779677948816e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",2.27755863187231e-08,2.28044956391497e-08,2.2813057531507e-08,2.11036698803821e-08,1.87455389222686e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",2.3823162968477e-08,2.38361505010677e-08,2.37624623763551e-08,2.53705313741614e-08,2.03600748204713e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",3.29197531235613e-08,3.28335608130067e-08,3.22047671339967e-08,2.722116065117e-08,2.14220360865542e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",4.57132784725266e-08,4.57476863117601e-08,4.64334650755494e-08,4.54930105102313e-08,2.93608090917821e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",6.39671681274358e-08,6.38917061616935e-08,6.19886915429664e-08,5.73025665198912e-08,3.86681687469515e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",1.46638243769548e-07,1.46704962053808e-07,1.44218561758107e-07,1.35099215648053e-07,7.63020420646191e-08,9.02277115342528e-09,7.38003785369016e-09,7.38003785369016e-09
"19",5.63943006506527e-07,5.63238155683409e-07,5.6027602583404e-07,4.88201052900408e-07,2.14157414025919e-07,6.65051226052367e-08,7.38003785369016e-09,7.38003785369016e-09
"20",2.13849507755204e-05,2.13857964240276e-05,2.13943304220511e-05,2.14959397961604e-05,2.19270103015862e-05,2.22472010920536e-05,2.23079689101048e-05,2.23079689101048e-05
"21",0.99997769203109,0.99997769203109,0.99997769203109,0.99997769203109,0.99997769203109,0.99997769203109,0.99997769203109,0.99997769203109
