"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3.92790924170735e-07,3.67057741419585e-07,3.13414365667889e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",3.92900176193149e-07,3.96892826020944e-07,4.10234636350156e-07,9.88910911202652e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",3.72903519614096e-07,3.64706577746712e-07,3.36255066372269e-07,3.49186560305193e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",4.7114296206945e-07,4.92347948507784e-07,4.97307849288171e-07,4.46510125987652e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",4.99934861965838e-07,4.8472809091082e-07,4.65129169870688e-07,4.58561333257172e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",4.96135167395892e-07,4.87671961512025e-07,4.98774023347251e-07,5.16998806743728e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",6.28513245679649e-07,6.44652509943496e-07,6.61180073320701e-07,5.6928578872011e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",5.97229456348683e-07,6.00476456234809e-07,6.12168414620154e-07,6.44392177045138e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",6.28220482221871e-07,6.2332235028388e-07,6.20469917812859e-07,6.9736101616942e-07,8.74492646751474e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",7.17758235952441e-07,7.12717926811786e-07,7.02347638247505e-07,6.61307785718726e-07,6.81942644840712e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",8.30670781151751e-07,8.35093348109476e-07,8.34491622235631e-07,7.87276551414222e-07,5.07447863576833e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",1.02077633338431e-06,1.02438208940945e-06,9.88971380312014e-07,9.66989045724612e-07,8.78353420857328e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",1.07915433641202e-06,1.07630385017694e-06,1.08831655071198e-06,1.06971666350796e-06,1.01639898545703e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",1.37096866822736e-06,1.37602582977458e-06,1.37560355240371e-06,1.35793926890913e-06,1.20065370517483e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",1.73179103063947e-06,1.73134302536483e-06,1.71554823724584e-06,1.64680651957919e-06,1.41305407493704e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",2.31053580573463e-06,2.30519224771413e-06,2.30985947575928e-06,2.31064456944619e-06,1.73640106054618e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",3.5119435902335e-06,3.50725487267753e-06,3.48015756810553e-06,3.14592599590801e-06,2.50059815169323e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",7.27961508054927e-06,7.28451576202239e-06,7.16921058408238e-06,6.75991483648504e-06,4.36936046807193e-06,1.23818132435474e-07,7.38003785369016e-09,7.38003785369016e-09
"19",2.45053097538854e-05,2.44731535488203e-05,2.43506885150034e-05,2.22026090340126e-05,1.14718971901167e-05,5.07634320364013e-06,7.38003785369016e-09,7.38003785369016e-09
"20",0.000238107859863351,0.000238158315311719,0.000238516025634423,0.000242248457067273,0.000261716009860969,0.000281620532295592,0.00028680593355596,0.00028680593355596
"21",0.999713194066444,0.999713194066444,0.999713194066444,0.999713194066444,0.999713194066444,0.999713194066444,0.999713194066444,0.999713194066444
