"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5.78050177732641e-08,5.48312023853002e-08,4.80058641448649e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"2",6.45451284686699e-08,6.26694465650005e-08,6.37402561985445e-08,1.86361713459128e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"3",5.592607582104e-08,5.77740893304736e-08,5.13554884156905e-08,5.60799514851461e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"4",7.40538577851014e-08,7.57696851180741e-08,7.74845272226709e-08,6.94534250177674e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"5",8.19023042609765e-08,7.87739830403847e-08,7.05326147943417e-08,6.55012358927823e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"6",7.90182812749793e-08,7.73822293682714e-08,8.8597519715514e-08,7.85822698968418e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"7",1.0225832845369e-07,1.0440518568798e-07,1.04607362185279e-07,9.81066401380381e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"8",8.49103691384396e-08,8.67965860549312e-08,8.94842175379511e-08,9.61068738396102e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"9",1.01461228762368e-07,1.0091377407122e-07,1.0045402714096e-07,1.10948475968376e-07,7.50091550157523e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"10",1.04538484926038e-07,1.04070397476277e-07,1.02529590919442e-07,9.982433249813e-08,1.56131598861411e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"11",1.32002943824788e-07,1.29871208875996e-07,1.26649097970677e-07,1.14485198608609e-07,7.78971371633924e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"12",1.69933486298328e-07,1.72846969524448e-07,1.67292579876277e-07,1.55254274224517e-07,1.27239764870886e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"13",1.92865788224287e-07,1.93347230614508e-07,1.94508456471954e-07,1.79303198902719e-07,1.57849361029075e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"14",2.16124961759016e-07,2.1625154957233e-07,2.16042120168646e-07,2.27972313218584e-07,1.81957431090398e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"15",3.01491730213483e-07,3.00638144592402e-07,2.95668662816609e-07,2.59784533232962e-07,2.0436096584744e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"16",4.42346878170926e-07,4.42660759010769e-07,4.4711585492953e-07,4.35315059050279e-07,2.86043865157102e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"17",6.42940612725361e-07,6.41865608365e-07,6.27449114537093e-07,5.76475039988431e-07,4.0189890376961e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"18",1.46892437765538e-06,1.47000000971748e-06,1.4442429170632e-06,1.35121627390711e-06,7.88901977416389e-07,2.72020519366041e-08,7.38003785369015e-09,7.38003785369015e-09
"19",5.31245837039652e-06,5.30475695453364e-06,5.27812828533119e-06,4.70685576984805e-06,2.23349435925173e-06,7.80655164507249e-07,7.38003785369015e-09,7.38003785369015e-09
"20",8.87118308676549e-05,8.87217140796831e-05,8.88034505361472e-05,8.96900580186701e-05,9.38555409497745e-05,9.74640212336311e-05,9.82571183743675e-05,9.82571183743675e-05
"21",0.999901742881624,0.999901742881624,0.999901742881624,0.999901742881624,0.999901742881624,0.999901742881624,0.999901742881624,0.999901742881624
