"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2.26774467082182e-08,2.19225122155285e-08,1.98241779950634e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"2",2.61386660509299e-08,2.49047915922011e-08,2.52710528142901e-08,1.0629103359608e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"3",2.3359580573889e-08,2.45356308716774e-08,2.11810194052141e-08,2.3034509384379e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"4",3.14713303852807e-08,3.19409015379715e-08,3.27824395408829e-08,2.73978079751505e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"5",3.66613019394864e-08,3.53657716561099e-08,3.01275160783265e-08,2.65318723562526e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"6",3.27943552467632e-08,3.21183778465647e-08,3.92677476568064e-08,3.27476836985622e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"7",4.32444621159556e-08,4.37097557642921e-08,4.32762258158388e-08,4.34674235836135e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"8",3.41013323587641e-08,3.53947929868725e-08,3.70299578303811e-08,3.76928336652434e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"9",3.99816648336249e-08,3.98847484990976e-08,3.95808129697119e-08,4.73730857235644e-08,7.39638214818803e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"10",4.00236951502701e-08,3.97011959095306e-08,3.90672044952879e-08,3.76605763833561e-08,9.96151472987355e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"11",5.41898109785244e-08,5.24949917357458e-08,5.06689998293461e-08,4.38630468209425e-08,2.97972536394848e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"12",7.05591293851214e-08,7.26299511070524e-08,7.07759051281563e-08,6.36158656773927e-08,4.89852164473422e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"13",8.26902293933279e-08,8.28322287665879e-08,8.28740912218344e-08,7.45110579221978e-08,6.29982778398848e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"14",8.78195582971224e-08,8.78830785342224e-08,8.75332326560137e-08,9.53795665613491e-08,7.09152715737319e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"15",1.3225779857649e-07,1.3183523900059e-07,1.28764665915921e-07,1.0445906039036e-07,7.61447342484833e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"16",1.94800587237017e-07,1.94969349102312e-07,1.98313399538497e-07,1.93710768199574e-07,1.14933340014448e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"17",2.83982035204137e-07,2.83612020968983e-07,2.74334560349545e-07,2.51439670557086e-07,1.60462209184464e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"18",6.87572874161468e-07,6.87900190709707e-07,6.7574834711228e-07,6.31225759267951e-07,3.44320028465306e-07,1.54114432519446e-08,7.38003785369015e-09,7.38003785369015e-09
"19",2.72008508502558e-06,2.71663614058678e-06,2.70224722399463e-06,2.35277715841756e-06,1.01759171196015e-06,2.9672154244378e-07,7.38003785369015e-09,7.38003785369015e-09
"20",7.86086088076331e-05,7.86127480818632e-05,7.8654351170907e-05,7.91481228634572e-05,8.12504735081742e-05,8.28154261220466e-05,8.31127990320349e-05,8.31127990320349e-05
"21",0.999916887200966,0.999916887200966,0.999916887200966,0.999916887200966,0.999916887200966,0.999916887200966,0.999916887200966,0.999916887200966
