"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1.4173689884213e-06,1.31378469086349e-06,1.10421498014728e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",1.25663282022526e-06,1.3361415377801e-06,1.42400791124747e-06,4.02035762984997e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",1.51834969383969e-06,1.36573912767147e-06,1.26621380382718e-06,1.08385205595319e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",1.83465214683822e-06,1.99880912755894e-06,2.06396751038032e-06,1.59860922077832e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",1.94467417577733e-06,1.92459502421366e-06,1.85016452123723e-06,1.97698690726151e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",1.86881606640843e-06,1.79820949296764e-06,1.58997649977985e-06,2.10378637624258e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",2.42484963992869e-06,2.50962545365327e-06,2.67043175622599e-06,1.95595661527673e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",2.62886784630327e-06,2.6295098403406e-06,2.7067578432949e-06,2.66839605582064e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",2.10156242470927e-06,2.09404556061298e-06,2.02902504817485e-06,2.79603887874662e-06,9.79231441556815e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",2.91578588196361e-06,2.84252001116755e-06,2.82559031674724e-06,2.30592320588927e-06,2.25064538639255e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",3.29428869776701e-06,3.37400869144152e-06,3.45027211078007e-06,3.27169386160799e-06,1.6320870720541e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",3.71628690889596e-06,3.71473180398509e-06,3.60428659574876e-06,3.7986910871832e-06,3.66731134148128e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",3.37836759922399e-06,3.30558250088212e-06,3.32338236958261e-06,3.78371024613971e-06,3.8333907504404e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",5.16912824147487e-06,5.24262488555867e-06,5.30262514539917e-06,4.65007451051013e-06,4.74818818825415e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",6.7732389933365e-06,6.77717773503122e-06,6.69917093251499e-06,6.61831741602609e-06,5.90540223549378e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",6.62806254999979e-06,6.55057655182156e-06,6.54702506312084e-06,7.36753342554215e-06,6.06115840055601e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",1.15905502301023e-05,1.15870714640759e-05,1.17672711052508e-05,9.93727973431667e-06,9.15389413948356e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",2.09811713056993e-05,2.09847241208356e-05,2.06627094415601e-05,2.0177732999482e-05,1.49741906312781e-05,2.98339421756665e-07,7.38003785369016e-09,7.38003785369016e-09
"19",7.16134623079088e-05,7.15786365764546e-05,7.12295632638675e-05,6.54318139597203e-05,3.41477268749794e-05,1.91323285668395e-05,7.38003785369016e-09,7.38003785369016e-09
"20",0.000509485753728317,0.000509613756050224,0.000510425214028253,0.000520606057889805,0.000578124623457235,0.000642985741615031,0.00066240164952792,0.00066240164952792
"21",0.999337598350473,0.999337598350473,0.999337598350473,0.999337598350473,0.999337598350473,0.999337598350473,0.999337598350473,0.999337598350473
