"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1.39431889762512e-08,1.36152503792959e-08,1.27164959496636e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",1.53982678154377e-08,1.48856145366045e-08,1.50394981782858e-08,8.77929907829313e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",1.41998966333691e-08,1.46894646907083e-08,1.32911424611113e-08,1.40756872705546e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",1.76006513513266e-08,1.78027244227144e-08,1.81585796766453e-08,1.59421541839134e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",1.97435973332581e-08,1.91965150714665e-08,1.70266047799977e-08,1.55494007077585e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",1.81839790553586e-08,1.78975948230185e-08,2.08574577188545e-08,1.81501583864854e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",2.25656881426294e-08,2.27733787021168e-08,2.26015052190186e-08,2.26147247863195e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",1.87432674857647e-08,1.92771162497776e-08,1.99539682040016e-08,2.02946863362064e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",2.12658816813255e-08,2.12226091359343e-08,2.10964809050106e-08,2.42838128648499e-08,7.38747029545481e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",2.12979143929234e-08,2.1164805598396e-08,2.08988599992297e-08,2.03154336718824e-08,8.48537496811875e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",2.7209914092491e-08,2.65126247192505e-08,2.57501330738162e-08,2.29214793965831e-08,1.69740612651579e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",3.40955589298774e-08,3.49498912973607e-08,3.41581211965133e-08,3.11893856190252e-08,2.50779157533849e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",3.91546083121492e-08,3.92169298167985e-08,3.9242949365605e-08,3.57588977601732e-08,3.0954891923112e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",4.13897268188435e-08,4.141573017572e-08,4.12784512678767e-08,4.45262755987801e-08,3.43391220932143e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",5.99345558710021e-08,5.97561285950414e-08,5.84839415444925e-08,4.84503226524137e-08,3.6630227341115e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",8.62188339167303e-08,8.62905776880146e-08,8.76668665985603e-08,8.57098782720922e-08,5.2881602005304e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",1.23633569213349e-07,1.2347520977493e-07,1.19641848203241e-07,1.10042357865182e-07,7.21063431674917e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",2.92321183900331e-07,2.92462609619643e-07,2.87369735222602e-07,2.68749322211717e-07,1.49067676074478e-07,1.07650490634495e-08,7.38003785369016e-09,7.38003785369016e-09
"19",1.13864048282573e-06,1.13719026787618e-06,1.13120423643002e-06,9.86456937114707e-07,4.31091828627679e-07,1.29968627259497e-07,7.38003785369016e-09,7.38003785369016e-09
"20",3.74113608362395e-05,3.74131065598147e-05,3.74304647269931e-05,3.76357113513571e-05,3.85128647866437e-05,3.9170707283152e-05,3.92966808837676e-05,3.92966808837676e-05
"21",0.999960703319116,0.999960703319116,0.999960703319116,0.999960703319116,0.999960703319116,0.999960703319116,0.999960703319116,0.999960703319116
