"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",9.605116581335e-08,9.13732226410597e-08,7.93299216821587e-08,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"2",1.13790967019393e-07,1.07905160240042e-07,1.09783185926748e-07,2.66152102147323e-08,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"3",9.72393466714006e-08,1.02911239789087e-07,8.66116057431028e-08,9.65697894892875e-08,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"4",1.37892811330694e-07,1.40671262655312e-07,1.45249196449963e-07,1.21337374951827e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"5",1.61620618108958e-07,1.54755858589102e-07,1.30362011240602e-07,1.14777974873658e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"6",1.47033529398387e-07,1.43414297543838e-07,1.76450602167712e-07,1.45471348273652e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"7",1.99535909335362e-07,2.02831810831355e-07,2.01466586842237e-07,1.97195128798551e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"8",1.54371215214724e-07,1.60280592716561e-07,1.67830291410276e-07,1.76112002706012e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"9",1.88657177173399e-07,1.87968676610368e-07,1.86524453824993e-07,2.19310893719327e-07,7.50718852186066e-09,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"10",1.89951912056747e-07,1.88466416839162e-07,1.85243165276456e-07,1.78647156116266e-07,2.21689470257356e-08,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"11",2.59303986524385e-07,2.51800696962098e-07,2.42799635121879e-07,2.10350797831189e-07,1.35485921145006e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"12",3.42816917157298e-07,3.52189651626539e-07,3.41741248315443e-07,3.08938411821358e-07,2.36684152637856e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"13",4.02345465595963e-07,4.03259466038367e-07,4.04074832319223e-07,3.63271338201917e-07,3.07340562761541e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"14",4.34588035795124e-07,4.34870603969923e-07,4.33990925380418e-07,4.70217659444644e-07,3.5239432856667e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"15",6.51626189342176e-07,6.49399175917216e-07,6.35059552178069e-07,5.24873510950616e-07,3.86674085339729e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"16",9.71258049807506e-07,9.72176162497133e-07,9.87027243078401e-07,9.61897139811424e-07,5.80792557823713e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"17",1.4215995657431e-06,1.41948839181011e-06,1.377247097101e-06,1.26203017298436e-06,8.20858415603461e-07,7.38003785369017e-09,7.38003785369017e-09,7.38003785369017e-09
"18",3.40599726829065e-06,3.40795953862613e-06,3.34694676740282e-06,3.12704220735776e-06,1.73639940745135e-06,4.91895619400664e-08,7.38003785369017e-09,7.38003785369017e-09
"19",1.30460374850953e-05,1.30282876057423e-05,1.29615558772353e-05,1.14028750650943e-05,5.09721713914822e-06,1.56389016092032e-06,7.38003785369017e-09,7.38003785369017e-09
"20",0.000231490564671266,0.000231512272455095,0.000231712988088044,0.000233997369066246,0.000244169719277886,0.000252173741920367,0.00025377206156752,0.00025377206156752
"21",0.999746227938434,0.999746227938434,0.999746227938434,0.999746227938434,0.999746227938434,0.999746227938434,0.999746227938434,0.999746227938434
