"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2.78914869935543e-08,2.68262901733147e-08,2.403233445365e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"2",3.21256933516292e-08,3.06929022977366e-08,3.11432111228754e-08,1.18053790943282e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"3",2.83288292084667e-08,2.97060685054684e-08,2.5749246290923e-08,2.80956867531078e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"4",3.81377760841185e-08,3.87765947881285e-08,3.98403749031702e-08,3.3862323464829e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"5",4.39964373844347e-08,4.23740044641581e-08,3.6378191625479e-08,3.24357319041309e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"6",4.0130768579287e-08,3.92754164312187e-08,4.74283664337209e-08,3.98770811633304e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"7",5.27796191443665e-08,5.3505801383317e-08,5.31161318074047e-08,5.24613492511937e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"8",4.18665254971097e-08,4.33249324665107e-08,4.51890369696022e-08,4.68162810396901e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"9",4.97460587783751e-08,4.95936412582128e-08,4.92422609329367e-08,5.76150873643048e-08,7.40767904458607e-09,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"10",4.99939059575651e-08,4.96296722056836e-08,4.88573995293062e-08,4.72368393203487e-08,1.08116439841352e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"11",6.67919741401429e-08,6.491667489128e-08,6.27459344895049e-08,5.48253667973056e-08,3.711860190149e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"12",8.68534115137654e-08,8.91777579020957e-08,8.6742496366403e-08,7.8568916890921e-08,6.11372236591672e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"13",1.0122592812367e-07,1.0143264821936e-07,1.01592877034548e-07,9.17289147147572e-08,7.81239044723548e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"14",1.08564184226758e-07,1.08633899931007e-07,1.08343249770469e-07,1.17283379743602e-07,8.85784683222219e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"15",1.61201105248601e-07,1.60674289920879e-07,1.57153905905998e-07,1.29805376367755e-07,9.62420622746215e-08,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"16",2.37734959549221e-07,2.37950710210831e-07,2.41658856596429e-07,2.35743797373283e-07,1.43017882079453e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"17",3.45999569730559e-07,3.45509568979619e-07,3.35028056739781e-07,3.07307698065295e-07,1.99979270817695e-07,7.38003785369015e-09,7.38003785369015e-09,7.38003785369015e-09
"18",8.27134152889843e-07,8.2758449333257e-07,8.12903301527281e-07,7.59654728468332e-07,4.20894493461345e-07,1.73419810432403e-08,7.38003785369015e-09,7.38003785369015e-09
"19",3.19818004604179e-06,3.1939456632927e-06,3.17733021504449e-06,2.7836132625197e-06,1.23191231988515e-06,3.74681617888306e-07,7.38003785369015e-09,7.38003785369015e-09
"20",8.0354633003681e-05,8.03597844054702e-05,8.04088399885804e-05,8.09771981979744e-05,8.34590515833927e-05,8.53758311936801e-05,8.57530947169042e-05,8.57530947169042e-05
"21",0.999914246905282,0.999914246905282,0.999914246905282,0.999914246905282,0.999914246905282,0.999914246905282,0.999914246905282,0.999914246905282
