"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1.17565810176976e-06,1.09160584907124e-06,9.20681024052373e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",1.0669856911359e-06,1.12151761120687e-06,1.18659983723386e-06,3.20783291481064e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",1.21846460859932e-06,1.1160089677587e-06,1.03581329753272e-06,9.35215779977126e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",1.48127662120616e-06,1.59849247945267e-06,1.63861106711216e-06,1.3182027636798e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",1.57102162135908e-06,1.5472508952549e-06,1.49469173858037e-06,1.56794089893976e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",1.52120826681909e-06,1.47449202858858e-06,1.34681644230091e-06,1.6834686195769e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",1.95385296710295e-06,2.01666163312418e-06,2.12933253641288e-06,1.62579191921232e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",2.07182612096655e-06,2.07312187043809e-06,2.12709768614285e-06,2.12345809912956e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",1.761874086024e-06,1.75305210953043e-06,1.71334901946682e-06,2.23738982053209e-06,1.01482049988917e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",2.33723848370006e-06,2.28898120207167e-06,2.26946679172303e-06,1.92269943588686e-06,1.88279020911145e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",2.63867211088915e-06,2.69358886470496e-06,2.74373775769906e-06,2.60607328109355e-06,1.39324409620191e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",3.0301916872715e-06,3.0292109879535e-06,2.93576496472737e-06,3.04640675711602e-06,2.91976591937754e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",2.86255432357274e-06,2.81525841211287e-06,2.83632164642515e-06,3.10965552176089e-06,3.12001443575939e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",4.20419702079447e-06,4.25282193642504e-06,4.28663720594897e-06,3.86438509870707e-06,3.81978000788317e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",5.39970681559224e-06,5.40355049558003e-06,5.34801081525014e-06,5.27865707604848e-06,4.69194909606367e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",5.71289048659354e-06,5.66027056398387e-06,5.65738205736169e-06,6.16399589938689e-06,5.00555435030084e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",9.64020587745223e-06,9.63544581076156e-06,9.73141281685544e-06,8.36749155088729e-06,7.47917477689423e-06,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",1.79738982595487e-05,1.7978798120479e-05,1.77065871350219e-05,1.71202480365538e-05,1.23241782776444e-05,2.75247121784392e-07,7.38003785369016e-09,7.38003785369016e-09
"19",6.0743389526111e-05,6.07006101630019e-05,6.04002124601455e-05,5.54721591905812e-05,2.90758099350158e-05,1.55457520016795e-05,7.38003785369016e-09,7.38003785369016e-09
"20",0.000453745884379923,0.000453860257054931,0.000454602470756439,0.000463339593978027,0.000512024058632551,0.000566164537289455,0.000581970776337211,0.000581970776337211
"21",0.999418029223663,0.999418029223663,0.999418029223663,0.999418029223663,0.999418029223663,0.999418029223663,0.999418029223663,0.999418029223663
