"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2.88121677552141e-08,2.76383086253407e-08,2.47331119160685e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"2",3.26900747313369e-08,3.14604854672321e-08,3.19055391262373e-08,1.20733194273469e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"3",2.87381338276351e-08,2.99339368091825e-08,2.6389469687008e-08,2.86764620761354e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"4",3.78908518089581e-08,3.85734446646489e-08,3.95619298044652e-08,3.45886488673376e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"5",4.28191185284984e-08,4.1264716075277e-08,3.61398814036192e-08,3.28985183298191e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"6",4.00788561364394e-08,3.92541387452627e-08,4.62184245014259e-08,3.97399807601066e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"7",5.18665710187245e-08,5.27122618801254e-08,5.25070157940725e-08,5.09031747566346e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"8",4.20314668086104e-08,4.32528657505457e-08,4.48537042709845e-08,4.71812698311796e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"9",5.00090459809705e-08,4.98214132683905e-08,4.95222136696367e-08,5.62565632126345e-08,7.41686765210284e-09,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"10",5.05829438044623e-08,5.02805740301404e-08,4.95476994395804e-08,4.81218161064207e-08,1.093180477624e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"11",6.57087667913445e-08,6.41839048512627e-08,6.22554937911052e-08,5.52857525690202e-08,3.80528762829068e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"12",8.46668094056596e-08,8.65995131098107e-08,8.41190646384445e-08,7.70352558663162e-08,6.13398004631361e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"13",9.75443822910353e-08,9.77692483038811e-08,9.80665348941745e-08,8.92990078713057e-08,7.71295685402506e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"14",1.05920338163241e-07,1.05978911317322e-07,1.05806591986973e-07,1.13413029258059e-07,8.78076746295947e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"15",1.53218438246543e-07,1.52729493712397e-07,1.49705980129538e-07,1.267528873977e-07,9.64678615007497e-08,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"16",2.25081370774254e-07,2.25283579968019e-07,2.28321930084417e-07,2.22496141861636e-07,1.39570624203608e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"17",3.26232701834869e-07,3.2573497174725e-07,3.16841940012141e-07,2.91037485361682e-07,1.94708286072253e-07,7.38003785369016e-09,7.38003785369016e-09,7.38003785369016e-09
"18",7.65060558548228e-07,7.65535654987384e-07,7.51986780265904e-07,7.03149635714957e-07,3.97827369380794e-07,1.69415314677714e-08,7.38003785369016e-09,7.38003785369016e-09
"19",2.877893932417e-06,2.87392286217403e-06,2.85922476500736e-06,2.52224787196801e-06,1.14715264993031e-06,3.68379839850989e-07,7.38003785369016e-09,7.38003785369016e-09
"20",6.41190688947912e-05,6.41239851381767e-05,6.41682073532411e-05,6.46673785645743e-05,6.69084697374028e-05,6.87151334088328e-05,6.90856947044441e-05,6.90856947044441e-05
"21",0.999930914305296,0.999930914305296,0.999930914305296,0.999930914305296,0.999930914305296,0.999930914305296,0.999930914305296,0.999930914305296
