0	0	0.000000
306	0	0.000000
504	0	0.000000
630	0	0.000000
640	0	0.000000
712	0	0.000000
711	0	0.000000
739	0	0.000000
775	0	0.000000
774	0	0.000000
797	0	0.000000
797	0	0.000000
817	0	0.000000
789	0	0.000000
802	0	0.000000
910	0	0.000000
796	0	0.000000
823	0	0.000000
877	0	0.000000
876	0	0.000000
815	0	0.000000
876	0	0.000000
905	0	0.000000
906	0	0.000000
880	0	0.000000
912	0	0.000000
888	0	0.000000
870	0	0.000000
885	0	0.000000
851	0	0.000000
918	0	0.000000
900	0	0.000000
909	0	0.000000
872	0	0.000000
896	0	0.000000
886	0	0.000000
891	0	0.000000
900	0	0.000000
910	0	0.000000
890	0	0.000000
940	0	0.000000
903	0	0.000000
879	0	0.000000
921	0	0.000000
852	0	0.000000
893	0	0.000000
917	0	0.000000
879	0	0.000000
889	0	0.000000
928	0	0.000000
949	0	0.000000
948	0	0.000000
874	0	0.000000
898	0	0.000000
918	0	0.000000
905	0	0.000000
908	0	0.000000
919	0	0.000000
951	0	0.000000
948	0	0.000000
965	0	0.000000
978	0	0.000000
911	0	0.000000
941	0	0.000000
888	0	0.000000
934	0	0.000000
927	0	0.000000
949	0	0.000000
924	0	0.000000
963	0	0.000000
939	0	0.000000
919	0	0.000000
911	0	0.000000
916	0	0.000000
957	0	0.000000
910	0	0.000000
870	0	0.000000
960	0	0.000000
917	0	0.000000
897	0	0.000000
883	0	0.000000
904	0	0.000000
908	0	0.000000
915	0	0.000000
934	0	0.000000
908	0	0.000000
930	0	0.000000
876	0	0.000000
937	0	0.000000
924	0	0.000000
927	0	0.000000
912	0	0.000000
973	0	0.000000
930	0	0.000000
943	0	0.000000
952	0	0.000000
920	0	0.000000
917	0	0.000000
934	0	0.000000
922	0	0.000000
975	0	0.000000
885	0	0.000000
916	0	0.000000
922	0	0.000000
903	0	0.000000
899	0	0.000000
980	0	0.000000
953	0	0.000000
896	0	0.000000
962	0	0.000000
911	0	0.000000
921	0	0.000000
951	0	0.000000
919	0	0.000000
942	0	0.000000
932	0	0.000000
945	0	0.000000
992	0	0.000000
900	0	0.000000
931	0	0.000000
952	0	0.000000
969	0	0.000000
906	0	0.000000
964	0	0.000000
909	0	0.000000
960	0	0.000000
931	0	0.000000
905	0	0.000000
946	0	0.000000
937	0	0.000000
933	0	0.000000
913	0	0.000000
914	0	0.000000
876	0	0.000000
939	0	0.000000
936	0	0.000000
961	0	0.000000
892	0	0.000000
898	0	0.000000
969	0	0.000000
935	0	0.000000
863	0	0.000000
939	0	0.000000
923	0	0.000000
968	0	0.000000
897	0	0.000000
949	0	0.000000
888	0	0.000000
926	0	0.000000
893	0	0.000000
923	0	0.000000
928	0	0.000000
983	0	0.000000
958	0	0.000000
924	0	0.000000
911	0	0.000000
960	0	0.000000
931	0	0.000000
887	0	0.000000
896	0	0.000000
938	0	0.000000
977	0	0.000000
1010	0	0.000000
1016	0	0.000000
960	0	0.000000
