"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","3","2","2","2","3","2","6","9","9","8","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"2","7","6","1","2","6","5","4","4","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"3","2","2","2","5","5","6","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"4","2","2","2","2","1","6","6","7","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"5","2","6","4","2","1","3","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"6","2","2","6","6","2","3","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"7","2","2","2","2","6","5","4","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"8","2","2","2","2","5","7","4","2","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"9","2","2","2","4","7","3","7","6","8","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"10","4","4","2","2","2","3","6","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"11","2","2","6","6","2","5","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"12","2","2","2","2","6","3","2","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"13","7","2","2","6","7","6","6","4","10","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"14","3","6","6","6","4","3","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"15","2","2","2","2","1","3","2","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"16","2","2","2","2","7","3","2","9","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"17","3","1","2","2","2","3","2","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"18","2","2","6","2","6","3","7","9","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"19","3","1","6","7","3","5","2","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"20","2","2","2","6","4","3","4","2","9","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"21","2","2","2","6","4","3","2","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"22","2","6","2","2","6","3","6","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"23","2","2","2","6","2","2","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"24","1","2","6","2","1","5","2","2","10","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"25","2","4","2","6","4","4","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"26","4","6","2","2","4","2","6","6","9","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"27","2","6","4","3","5","3","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"28","7","1","4","2","7","3","4","7","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"29","7","2","2","5","4","4","6","9","3","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"30","2","2","2","2","5","3","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"31","2","6","2","2","4","5","1","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"32","2","4","2","6","2","5","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"33","6","2","6","6","2","9","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"34","2","4","2","4","6","3","7","9","8","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"35","2","2","2","6","7","3","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"36","2","2","2","5","6","6","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"37","2","6","2","5","4","4","4","5","9","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"38","3","6","1","5","4","7","7","9","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"39","2","4","2","5","2","3","6","4","10","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"40","2","6","2","6","5","3","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"41","9","2","6","5","2","3","7","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"42","2","2","2","6","6","4","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"43","3","6","2","2","6","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"44","9","6","2","5","1","5","6","9","10","9","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"45","2","2","2","5","2","4","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"46","2","4","2","5","4","3","6","7","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"47","2","6","5","5","7","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"48","7","2","4","2","2","3","6","4","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"49","2","2","5","5","4","3","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"50","3","2","2","2","6","2","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
