"V1","V2","V3","V4","V5","V6","V7","V8"
13.05,11.05,8.05,0.05,0.05,0.05,0.05,0.05
18.05,20.05,23.05,4.05,0.05,0.05,0.05,0.05
11.05,11.05,9.05,9.05,0.05,0.05,0.05,0.05
25.05,24.05,22.05,22.05,0.05,0.05,0.05,0.05
18.05,19.05,22.05,17.05,0.05,0.05,0.05,0.05
18.05,18.05,17.05,25.05,0.05,0.05,0.05,0.05
18.05,17.05,17.05,20.05,0.05,0.05,0.05,0.05
21.05,21.05,20.05,18.05,0.05,0.05,0.05,0.05
23.05,23.05,25.05,26.05,0.05,0.05,0.05,0.05
23.05,22.05,23.05,24.05,3.05,0.05,0.05,0.05
30.05,32.05,32.05,27.05,17.05,0.05,0.05,0.05
40.05,39.05,35.05,33.05,35.05,0.05,0.05,0.05
38.05,39.05,41.05,42.05,44.05,0.05,0.05,0.05
48.05,47.05,46.05,51.05,36.05,0.05,0.05,0.05
46.05,46.05,48.05,52.05,51.05,0.05,0.05,0.05
90.05,90.05,86.05,65.05,67.05,0.05,0.05,0.05
98.05,98.05,100.05,110.05,83.05,0.05,0.05,0.05
225.05,226.05,225.05,198.05,141.05,4.05,0.05,0.05
636.05,634.05,626.05,601.05,355.05,191.05,0.05,0.05
4226.05,4228.05,4240.05,4321.05,4833.05,5470.05,5665.05,5665.05
6769367.95,6769367.95,6769367.95,6769367.95,6769367.95,6769367.95,6769367.95,6769367.95
