"V1","V2","V3","V4","V5","V6","V7","V8"
12.05,11.05,10.05,0.05,0.05,0.05,0.05,0.05
14.05,15.05,13.05,3.05,0.05,0.05,0.05,0.05
20.05,19.05,18.05,11.05,0.05,0.05,0.05,0.05
17.05,16.05,14.05,19.05,0.05,0.05,0.05,0.05
19.05,20.05,23.05,20.05,0.05,0.05,0.05,0.05
21.05,22.05,21.05,18.05,0.05,0.05,0.05,0.05
21.05,20.05,20.05,25.05,0.05,0.05,0.05,0.05
23.05,24.05,24.05,18.05,0.05,0.05,0.05,0.05
21.05,21.05,24.05,29.05,0.05,0.05,0.05,0.05
31.05,29.05,29.05,26.05,3.05,0.05,0.05,0.05
27.05,28.05,27.05,29.05,17.05,0.05,0.05,0.05
25.05,26.05,27.05,31.05,27.05,0.05,0.05,0.05
38.05,38.05,39.05,34.05,46.05,0.05,0.05,0.05
58.05,57.05,51.05,50.05,45.05,0.05,0.05,0.05
46.05,46.05,51.05,54.05,48.05,0.05,0.05,0.05
53.05,53.05,53.05,58.05,60.05,0.05,0.05,0.05
89.05,89.05,87.05,79.05,83.05,0.05,0.05,0.05
192.05,191.05,188.05,176.05,114.05,7.05,0.05,0.05
637.05,638.05,633.05,590.05,292.05,163.05,0.05,0.05
4089.05,4090.05,4101.05,4183.05,4718.05,5283.05,5453.05,5453.05
6769579.95,6769579.95,6769579.95,6769579.95,6769579.95,6769579.95,6769579.95,6769579.95
