"V1","V2","V3","V4","V5","V6","V7","V8"
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1.05,1.05,1.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,1.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1.05,1.05,1.05,1.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,1.05,0.05,0.05,0.05
3.05,3.05,3.05,2.05,0.05,0.05,0.05,0.05
21.05,21.05,21.05,21.05,1.05,0.05,0.05,0.05
156.05,156.05,154.05,121.05,29.05,1.05,0.05,0.05
2934.05,2934.05,2936.05,2970.05,3085.05,3115.05,3116.05,3116.05
6771916.95,6771916.95,6771916.95,6771916.95,6771916.95,6771916.95,6771916.95,6771916.95
