"V1","V2","V3","V4","V5","V6","V7","V8"
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1.05,1.05,0.05,0.05,0.05,0.05,0.05,0.05
5.05,5.05,4.05,0.05,0.05,0.05,0.05,0.05
7.05,7.05,5.05,1.05,0.05,0.05,0.05,0.05
2.05,2.05,6.05,5.05,0.05,0.05,0.05,0.05
7.05,7.05,6.05,9.05,0.05,0.05,0.05,0.05
4.05,4.05,5.05,2.05,0.05,0.05,0.05,0.05
0.05,0.05,0.05,9.05,0.05,0.05,0.05,0.05
1.05,1.05,1.05,0.05,0.05,0.05,0.05,0.05
5.05,4.05,4.05,2.05,0.05,0.05,0.05,0.05
11.05,12.05,12.05,7.05,5.05,0.05,0.05,0.05
15.05,15.05,15.05,11.05,10.05,0.05,0.05,0.05
16.05,16.05,14.05,18.05,9.05,0.05,0.05,0.05
28.05,28.05,27.05,14.05,4.05,0.05,0.05,0.05
49.05,49.05,51.05,50.05,15.05,0.05,0.05,0.05
72.05,72.05,66.05,61.05,28.05,0.05,0.05,0.05
201.05,201.05,197.05,174.05,91.05,2.05,0.05,0.05
817.05,817.05,818.05,731.05,274.05,44.05,0.05,0.05
8088.05,8088.05,8098.05,8235.05,8893.05,9283.05,9329.05,9329.05
6765703.95,6765703.95,6765703.95,6765703.95,6765703.95,6765703.95,6765703.95,6765703.95
