"V1","V2","V3","V4","V5","V6","V7","V8"
17.05,16.05,14.05,0.05,0.05,0.05,0.05,0.05
15.05,16.05,17.05,4.05,0.05,0.05,0.05,0.05
6.05,6.05,5.05,14.05,0.05,0.05,0.05,0.05
19.05,19.05,19.05,16.05,0.05,0.05,0.05,0.05
11.05,10.05,11.05,11.05,0.05,0.05,0.05,0.05
13.05,13.05,14.05,16.05,0.05,0.05,0.05,0.05
30.05,30.05,29.05,16.05,0.05,0.05,0.05,0.05
23.05,24.05,23.05,28.05,0.05,0.05,0.05,0.05
21.05,21.05,23.05,27.05,0.05,0.05,0.05,0.05
22.05,22.05,21.05,26.05,0.05,0.05,0.05,0.05
36.05,36.05,34.05,19.05,26.05,0.05,0.05,0.05
33.05,33.05,34.05,42.05,23.05,0.05,0.05,0.05
19.05,18.05,19.05,31.05,32.05,0.05,0.05,0.05
37.05,38.05,35.05,26.05,47.05,0.05,0.05,0.05
51.05,51.05,54.05,50.05,45.05,0.05,0.05,0.05
87.05,87.05,86.05,89.05,61.05,0.05,0.05,0.05
116.05,116.05,114.05,99.05,66.05,0.05,0.05,0.05
240.05,240.05,238.05,214.05,145.05,4.05,0.05,0.05
710.05,710.05,704.05,668.05,389.05,167.05,0.05,0.05
4569.05,4569.05,4581.05,4679.05,5241.05,5904.05,6075.05,6075.05
6768957.95,6768957.95,6768957.95,6768957.95,6768957.95,6768957.95,6768957.95,6768957.95
