"V1","V2","V3","V4","V5","V6","V7","V8"
3.05,3.05,2.05,0.05,0.05,0.05,0.05,0.05
5.05,4.05,5.05,0.05,0.05,0.05,0.05,0.05
3.05,4.05,3.05,3.05,0.05,0.05,0.05,0.05
5.05,5.05,6.05,7.05,0.05,0.05,0.05,0.05
5.05,5.05,4.05,5.05,0.05,0.05,0.05,0.05
6.05,5.05,5.05,4.05,0.05,0.05,0.05,0.05
6.05,5.05,6.05,5.05,0.05,0.05,0.05,0.05
5.05,7.05,7.05,6.05,0.05,0.05,0.05,0.05
12.05,12.05,12.05,9.05,0.05,0.05,0.05,0.05
9.05,9.05,8.05,9.05,1.05,0.05,0.05,0.05
12.05,12.05,11.05,9.05,6.05,0.05,0.05,0.05
12.05,12.05,11.05,12.05,9.05,0.05,0.05,0.05
18.05,18.05,19.05,17.05,10.05,0.05,0.05,0.05
21.05,21.05,22.05,23.05,13.05,0.05,0.05,0.05
31.05,31.05,30.05,23.05,20.05,0.05,0.05,0.05
47.05,47.05,47.05,46.05,24.05,0.05,0.05,0.05
61.05,61.05,60.05,57.05,36.05,0.05,0.05,0.05
141.05,141.05,139.05,139.05,78.05,3.05,0.05,0.05
449.05,446.05,441.05,396.05,221.05,64.05,0.05,0.05
4096.05,4099.05,4109.05,4177.05,4529.05,4880.05,4947.05,4947.05
6770085.95,6770085.95,6770085.95,6770085.95,6770085.95,6770085.95,6770085.95,6770085.95
