"V1","V2","V3","V4","V5","V6","V7","V8"
16.05,14.05,13.05,0.05,0.05,0.05,0.05,0.05
17.05,19.05,18.05,0.05,0.05,0.05,0.05,0.05
11.05,10.05,10.05,23.05,0.05,0.05,0.05,0.05
22.05,23.05,20.05,11.05,0.05,0.05,0.05,0.05
30.05,28.05,30.05,22.05,0.05,0.05,0.05,0.05
21.05,22.05,21.05,26.05,0.05,0.05,0.05,0.05
19.05,19.05,19.05,28.05,0.05,0.05,0.05,0.05
17.05,18.05,21.05,22.05,0.05,0.05,0.05,0.05
29.05,26.05,27.05,21.05,0.05,0.05,0.05,0.05
34.05,35.05,30.05,29.05,5.05,0.05,0.05,0.05
27.05,29.05,34.05,35.05,23.05,0.05,0.05,0.05
28.05,26.05,24.05,30.05,41.05,0.05,0.05,0.05
33.05,32.05,33.05,25.05,42.05,0.05,0.05,0.05
57.05,59.05,58.05,61.05,42.05,0.05,0.05,0.05
51.05,51.05,51.05,51.05,50.05,0.05,0.05,0.05
65.05,66.05,63.05,65.05,58.05,0.05,0.05,0.05
125.05,125.05,122.05,117.05,83.05,0.05,0.05,0.05
210.05,209.05,208.05,188.05,150.05,6.05,0.05,0.05
673.05,672.05,663.05,612.05,348.05,199.05,0.05,0.05
4424.05,4426.05,4444.05,4543.05,5067.05,5704.05,5909.05,5909.05
6769123.95,6769123.95,6769123.95,6769123.95,6769123.95,6769123.95,6769123.95,6769123.95
