"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","8","4","5","6","1","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"2","8","2","4","4","5","1","6","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"3","4","2","6","2","3","6","1","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","22","24","24","25","26"
"4","1","2","6","7","1","4","7","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"5","5","2","5","2","5","6","5","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"6","4","3","4","6","1","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"7","6","4","6","4","5","1","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"8","8","5","3","2","1","2","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"9","5","7","3","5","6","5","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"10","5","2","3","2","5","5","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"11","5","6","3","4","4","8","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"12","1","4","6","4","5","8","8","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"13","8","3","3","4","5","4","7","6","10","10","11","12","13","14","15","16","17","18","19","20","21","22","22","24","24","25","26"
"14","8","2","3","4","1","4","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"15","5","3","4","6","5","1","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"16","8","6","7","2","5","1","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"17","4","3","4","2","6","8","4","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"18","8","4","3","2","1","2","4","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"19","2","4","6","4","4","8","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"20","1","5","3","3","5","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
