"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","1","2","3","6","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"2","1","2","4","4","5","9","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"3","1","2","3","4","5","6","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"4","1","2","3","4","5","8","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"5","5","2","4","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"6","4","2","3","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"7","1","2","3","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"8","1","2","3","4","5","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","26"
"9","1","2","3","6","6","5","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"10","1","2","3","4","5","6","9","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","26"
"11","1","2","3","4","5","6","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"12","1","2","6","4","5","8","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"13","1","3","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"14","1","2","3","4","5","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"15","1","2","3","6","5","5","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"16","1","2","1","4","6","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"17","4","2","3","4","6","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"18","1","2","3","4","1","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"19","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"20","1","2","3","4","5","6","3","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"21","1","2","5","4","5","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"22","1","2","3","4","5","6","8","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"23","6","2","3","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"24","1","2","3","4","1","6","9","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"25","1","1","4","4","1","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","26"
"26","1","2","8","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"27","1","2","3","6","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"28","5","2","3","1","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"29","1","2","3","4","6","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"30","4","2","3","4","4","6","4","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"31","1","2","4","4","5","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"32","1","7","3","1","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"33","1","2","3","8","5","1","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"34","1","2","3","4","3","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","26"
"35","1","2","3","4","5","6","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"36","1","2","3","4","6","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"37","5","2","2","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"38","1","2","6","4","5","6","7","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"39","1","2","2","2","5","8","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"40","1","2","3","4","1","6","1","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"41","4","2","3","4","6","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"42","1","2","3","4","3","5","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"43","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"44","1","2","3","4","5","5","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"45","1","2","3","4","4","6","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"46","1","2","5","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"47","4","2","2","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"48","5","2","6","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"49","1","3","6","4","5","6","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"50","1","3","3","4","5","6","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
