"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","4","3","5","6","1","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"2","1","2","4","4","5","2","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"3","4","2","6","2","3","6","8","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"4","5","2","5","7","1","4","7","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"5","5","2","5","4","5","5","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"6","5","3","4","5","1","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"7","6","4","6","5","5","4","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"8","8","5","3","4","1","2","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"9","2","5","3","6","6","4","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"10","5","2","3","6","1","5","8","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"11","5","6","3","4","4","8","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"12","1","4","5","4","4","8","8","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"13","4","3","3","4","5","4","5","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"14","8","4","4","5","1","4","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"15","5","3","4","6","5","5","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"16","8","6","1","5","4","5","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"17","4","3","5","2","5","6","7","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","26"
"18","5","5","3","4","1","2","4","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"19","2","2","6","4","4","8","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"20","1","5","5","3","5","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"21","8","5","5","2","4","6","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"22","1","4","5","7","4","5","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"23","8","3","3","8","1","2","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
