"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","10","2","6","3","2","6","4","4","10","7","11","12","13","14","15","16","17","18","19","19","19","19","20","21","21","21","22"
"2","2","5","2","8","4","8","1","4","2","8","11","12","13","14","15","16","17","19","19","19","19","19","20","21","21","22","22"
"3","4","6","1","3","5","10","9","7","9","9","10","12","13","14","15","16","17","18","19","19","19","19","20","20","21","22","22"
"4","4","4","8","8","7","7","5","9","10","5","11","12","13","14","15","16","17","18","19","19","19","20","20","20","21","21","22"
"5","8","6","6","6","10","8","5","4","10","10","11","12","13","14","15","16","17","18","19","19","19","20","20","21","21","21","22"
"6","3","6","1","3","4","8","4","8","9","10","10","12","13","14","15","16","17","18","19","19","19","19","20","20","21","22","22"
"7","6","1","4","2","3","6","1","5","9","10","11","12","13","14","15","16","17","18","19","19","19","20","20","20","21","21","22"
"8","3","1","4","8","2","1","1","9","9","8","11","12","13","14","15","16","17","19","19","19","19","19","20","20","21","22","22"
"9","8","7","6","7","9","2","5","10","7","11","11","12","13","14","15","16","17","18","19","19","19","20","20","20","21","22","22"
"10","2","6","5","3","9","8","6","2","10","7","10","12","13","14","15","16","17","18","19","19","19","19","20","21","21","21","22"
"11","2","2","4","1","2","10","1","9","9","9","11","12","13","14","15","16","17","18","19","19","19","19","20","20","21","22","22"
"12","4","6","2","4","2","5","2","9","4","10","11","12","13","14","15","16","17","18","19","19","19","20","20","20","21","21","22"
"13","3","2","4","2","6","9","5","2","7","10","11","11","13","14","15","16","17","18","19","19","19","20","20","21","21","21","22"
"14","3","6","6","2","9","8","4","8","9","10","11","12","13","14","15","16","17","18","19","19","19","20","20","20","21","22","22"
"15","2","2","2","5","2","2","4","9","9","8","11","12","13","14","15","16","17","18","19","19","19","20","20","21","21","21","22"
"16","6","7","6","3","4","10","6","3","11","10","11","12","13","14","15","16","17","18","19","19","19","19","20","20","21","22","22"
