"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","3","2","2","2","3","6","6","9","9","8","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"2","7","2","1","2","1","5","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"3","2","2","2","9","4","6","4","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"4","2","2","2","6","1","6","6","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"5","2","2","2","2","1","9","4","9","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"6","2","1","2","2","2","5","6","9","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"7","2","7","2","2","6","5","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"8","2","2","4","2","1","7","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"9","2","2","2","4","7","6","7","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"10","2","4","2","2","2","3","6","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"11","2","4","1","2","1","6","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"12","2","2","2","2","1","6","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"13","7","1","2","2","7","6","6","6","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"14","2","2","2","2","4","3","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"15","2","2","2","5","7","7","6","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"16","2","2","2","2","1","7","2","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"17","3","1","2","2","2","4","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"18","2","5","2","2","6","4","8","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"19","3","1","1","7","3","5","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"20","2","3","2","2","4","3","6","5","9","9","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"21","2","2","2","6","4","9","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"22","2","1","2","2","6","6","2","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
