"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1","3","4","2","6","6","3","4","9","7","3","9","12","13","14","15","16","17","18","19","20","21","22","24","24","25","24","25"
"2","2","3","1","3","8","2","6","3","7","7","7","12","13","14","15","16","17","18","19","20","21","24","24","24","24","27","27"
"3","2","2","2","5","2","4","2","3","4","9","7","11","13","14","15","16","17","18","19","20","21","22","23","24","25","24","27"
"4","6","6","6","10","2","3","9","9","10","3","11","12","13","14","15","16","17","18","19","20","21","22","22","24","25","25","25"
"5","10","4","4","6","6","1","6","9","7","9","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","27"
"6","5","4","2","2","9","8","2","6","1","8","10","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","27"
"7","6","2","1","4","6","6","2","5","3","6","9","12","13","14","15","16","17","18","19","20","21","22","24","23","24","25","27"
"8","5","6","2","1","6","6","7","4","2","1","11","12","13","14","15","16","17","18","19","20","21","23","23","23","24","25","27"
"9","6","3","5","6","9","2","9","9","3","11","11","12","13","14","15","16","17","18","19","20","21","22","24","24","25","23","27"
"10","6","6","2","10","7","2","6","4","10","4","10","12","13","14","15","16","17","18","19","20","21","22","23","24","27","25","27"
"11","2","3","2","3","9","1","1","3","9","3","10","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"12","2","6","6","6","3","5","6","9","4","10","11","11","13","14","15","16","17","18","19","20","21","22","24","24","24","24","27"
"13","8","6","10","4","9","3","8","1","4","8","10","11","13","14","15","16","17","18","19","20","21","22","23","24","24","24","25"
"14","5","5","6","6","3","4","8","5","7","8","12","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"15","4","4","4","2","6","4","3","4","7","6","10","11","13","14","15","16","17","18","19","20","21","22","24","24","24","25","25"
"16","1","6","6","2","6","6","6","7","10","3","10","12","13","14","15","16","17","18","19","20","21","22","23","24","24","24","27"
"17","3","2","10","1","5","4","4","10","2","8","8","12","13","14","15","16","17","18","19","20","21","22","22","25","24","24","25"
"18","7","5","6","2","9","10","6","4","4","3","7","12","13","14","15","16","17","18","19","20","21","22","23","25","25","25","27"
"19","6","8","6","2","5","5","9","6","7","4","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","24","25"
"20","6","2","2","2","6","5","6","5","8","9","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","24","27"
"21","10","2","6","8","2","5","8","9","6","7","8","12","13","14","15","16","17","18","19","20","21","22","24","24","24","25","27"
"22","6","6","6","5","9","5","5","6","8","3","9","12","13","14","15","16","17","18","19","20","21","22","23","25","24","25","27"
"23","8","9","6","9","2","3","2","4","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","27","27"
"24","4","2","8","5","7","5","5","5","10","4","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","27","25"
"25","2","7","4","4","2","8","4","9","5","9","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","23","27"
"26","3","9","2","2","3","8","2","5","9","8","10","12","13","14","15","16","17","18","19","20","21","22","23","23","25","24","27"
"27","3","6","9","8","1","3","6","8","6","10","8","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"28","10","6","9","6","4","3","6","8","10","5","5","12","13","14","15","16","17","18","19","20","21","22","24","23","24","24","27"
"29","3","4","2","5","4","8","2","9","4","9","10","12","13","14","15","16","17","18","19","20","21","22","24","24","24","25","27"
"30","6","3","6","4","2","2","5","5","7","9","12","12","13","14","15","16","17","18","19","20","21","22","23","23","25","23","27"
"31","5","5","6","2","5","1","8","2","6","6","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","24","25"
"32","2","6","4","6","7","6","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"33","6","7","4","5","2","6","8","6","6","3","12","12","13","14","15","16","17","18","19","20","21","22","23","23","24","24","27"
"34","7","2","5","6","4","8","5","8","6","5","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","24","27"
"35","3","6","2","6","2","1","6","7","6","5","5","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","27"
"36","7","2","5","2","2","3","2","4","2","10","11","11","13","14","15","16","17","18","19","20","21","22","23","23","24","24","25"
"37","3","6","8","5","7","6","2","5","2","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","27","27"
"38","3","6","6","7","6","5","5","4","4","7","11","11","13","14","15","16","17","18","19","20","21","22","23","24","25","27","27"
"39","5","5","6","6","5","4","2","6","9","6","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","27"
"40","8","6","6","5","4","9","3","9","7","9","10","12","13","14","15","16","17","18","19","20","21","22","22","24","25","25","27"
"41","2","6","5","2","6","6","8","1","3","7","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","24","27"
"42","2","1","5","2","6","3","3","6","9","6","10","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","27"
"43","6","7","6","3","4","3","8","9","9","11","10","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"44","6","6","4","6","5","2","4","9","4","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","27","27"
"45","8","6","6","2","6","5","4","2","4","4","12","12","13","14","15","16","17","18","19","20","21","22","24","23","25","24","25"
"46","8","10","2","2","6","5","7","3","4","6","12","12","13","14","15","16","17","18","19","20","21","22","24","24","25","25","27"
"47","3","1","4","2","9","7","4","2","3","6","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","27","27"
"48","1","6","2","2","5","10","6","9","6","9","11","12","13","14","15","16","17","18","19","20","21","22","24","24","24","24","27"
"49","11","6","8","9","1","6","6","5","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","24","24"
"50","1","2","5","4","10","4","9","6","3","10","10","12","13","14","15","16","17","18","19","20","21","22","23","24","25","25","24"
