"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
9.891881732662e-05,9.891881732662e-05,9.891881732662e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,6.59458782177467e-05,3.29729391088733e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
0.00019783763465324,0.00019783763465324,0.00019783763465324,0.000230810573762113,0.000230810573762113,0.000230810573762113,0.000230810573762113,0.000230810573762113,0.00019783763465324,0.00019783763465324,0.00019783763465324,0.00019783763465324,0.00019783763465324,0.000131891756435493,9.89188173266201e-05,6.59458782177467e-05,3.29729391088733e-05,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,9.89188173266201e-05,0.000131891756435493,0.000164864695544367,0.000164864695544367,0.000164864695544367,0.000164864695544367,0.000164864695544367,0.000164864695544367,0.00019783763465324,0.000131891756435493,6.59458782177467e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
0.000428648208415354,0.000428648208415354,0.000428648208415354,0.000428648208415354,0.000428648208415354,0.00039567526930648,0.00039567526930648,0.00039567526930648,0.000329729391088733,0.000329729391088733,0.000329729391088733,0.000230810573762113,0.000164864695544367,0.00019783763465324,0.00019783763465324,0.000164864695544367,0.000230810573762113,0.000230810573762113,9.89188173266201e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05,3.29729391088733e-05
