"V1","V2","V3","V4","V5","V6","V7","V8"
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05,1.43884892086331e-05
